j_gene	productive	vj_in_frame	N	subject
TRBJ1-4,TRBJ1-6	FALSE	FALSE	2	HIP09022
TRBJ1-4,TRBJ2-3	FALSE	FALSE	1	HIP09022
TRBJ1-4,TRBJ2-6	TRUE	TRUE	1	HIP09022
TRBJ1-5	FALSE	FALSE	4026	HIP09022
TRBJ1-5	FALSE	TRUE	313	HIP09022
TRBJ1-5	TRUE	TRUE	13968	HIP09022
TRBJ1-6	FALSE	FALSE	670	HIP09022
TRBJ1-6	FALSE	TRUE	47	HIP09022
TRBJ1-6	TRUE	TRUE	3519	HIP09022
TRBJ2-1	FALSE	FALSE	8630	HIP09022
TRBJ2-1	FALSE	TRUE	1138	HIP09022
TRBJ2-1	TRUE	TRUE	37346	HIP09022
TRBJ2-1,TRBJ2-2,TRBJ2-5	FALSE	FALSE	1	HIP09022
TRBJ2-1,TRBJ2-2,TRBJ2-5	TRUE	TRUE	1	HIP09022
TRBJ2-1,TRBJ2-2P,TRBJ2-5	FALSE	FALSE	1	HIP09022
TRBJ2-1,TRBJ2-3,TRBJ2-5	FALSE	FALSE	1	HIP09022
TRBJ2-1,TRBJ2-5	FALSE	FALSE	54	HIP09022
TRBJ2-1,TRBJ2-5	FALSE	TRUE	7	HIP09022
TRBJ2-1,TRBJ2-5	TRUE	TRUE	86	HIP09022
TRBJ2-1,TRBJ2-5,TRBJ2-6	FALSE	FALSE	1	HIP09022
TRBJ2-1,TRBJ2-5,TRBJ2-6	TRUE	TRUE	1	HIP09022
TRBJ2-1,TRBJ2-7	FALSE	FALSE	12	HIP09022
TRBJ2-1,TRBJ2-7	FALSE	TRUE	1	HIP09022
TRBJ2-1,TRBJ2-7	TRUE	TRUE	16	HIP09022
TRBJ2-2	FALSE	FALSE	3638	HIP09022
TRBJ2-2	FALSE	TRUE	437	HIP09022
TRBJ2-2	TRUE	TRUE	16213	HIP09022
TRBJ2-2P	FALSE	FALSE	3	HIP09022
TRBJ2-3	FALSE	FALSE	5207	HIP09022
TRBJ2-3	FALSE	TRUE	674	HIP09022
TRBJ2-3	TRUE	TRUE	25913	HIP09022
TRBJ2-4	FALSE	FALSE	1257	HIP09022
TRBJ2-4	FALSE	TRUE	161	HIP09022
TRBJ2-4	TRUE	TRUE	3508	HIP09022
TRBJ2-4,TRBJ2-6	FALSE	FALSE	1	HIP09022
TRBJ2-5	FALSE	FALSE	5077	HIP09022
TRBJ2-5	FALSE	TRUE	689	HIP09022
TRBJ2-5	TRUE	TRUE	23589	HIP09022
TRBJ2-5,TRBJ2-7	FALSE	FALSE	18	HIP09022
TRBJ2-5,TRBJ2-7	FALSE	TRUE	2	HIP09022
TRBJ2-5,TRBJ2-7	TRUE	TRUE	114	HIP09022
TRBJ2-6	FALSE	FALSE	978	HIP09022
TRBJ2-6	FALSE	TRUE	75	HIP09022
TRBJ2-6	TRUE	TRUE	4161	HIP09022
TRBJ2-6,TRBJ2-7	TRUE	TRUE	2	HIP09022
TRBJ2-7	FALSE	FALSE	13445	HIP09022
TRBJ2-7	FALSE	TRUE	1442	HIP09022
TRBJ2-7	TRUE	TRUE	46776	HIP09022
TRBJ1-1	FALSE	FALSE	4698	HIP09026
TRBJ1-1	FALSE	TRUE	400	HIP09026
TRBJ1-1	TRUE	TRUE	30578	HIP09026
TRBJ1-1,TRBJ1-3	TRUE	TRUE	1	HIP09026
TRBJ1-2	FALSE	FALSE	4423	HIP09026
TRBJ1-2	FALSE	TRUE	325	HIP09026
TRBJ1-2	TRUE	TRUE	25320	HIP09026
TRBJ1-2,TRBJ2-1,TRBJ2-2	FALSE	FALSE	1	HIP09026
TRBJ1-2,TRBJ2-3	TRUE	TRUE	1	HIP09026
TRBJ1-2,TRBJ2-6	TRUE	TRUE	1	HIP09026
TRBJ1-3	FALSE	FALSE	1421	HIP09026
TRBJ1-3	FALSE	TRUE	109	HIP09026
TRBJ1-3	TRUE	TRUE	7559	HIP09026
TRBJ1-3,TRBJ2-2	TRUE	TRUE	2	HIP09026
TRBJ1-3,TRBJ2-6	TRUE	TRUE	1	HIP09026
TRBJ1-4	FALSE	FALSE	1930	HIP09026
TRBJ1-4	FALSE	TRUE	154	HIP09026
TRBJ1-4	TRUE	TRUE	10300	HIP09026
TRBJ1-4,TRBJ2-2	TRUE	TRUE	3	HIP09026
TRBJ1-4,TRBJ2-3	TRUE	TRUE	1	HIP09026
TRBJ1-5	FALSE	FALSE	4516	HIP09026
TRBJ1-5	FALSE	TRUE	336	HIP09026
TRBJ1-5	TRUE	TRUE	16173	HIP09026
TRBJ1-5,TRBJ2-2P	TRUE	TRUE	1	HIP09026
TRBJ1-6	FALSE	FALSE	2086	HIP09026
TRBJ1-6	FALSE	TRUE	157	HIP09026
TRBJ1-6	TRUE	TRUE	10117	HIP09026
TRBJ2-1	FALSE	FALSE	3601	HIP09026
TRBJ2-1	FALSE	TRUE	386	HIP09026
TRBJ2-1	TRUE	TRUE	22860	HIP09026
TRBJ2-1,TRBJ2-5	FALSE	FALSE	32	HIP09026
TRBJ2-1,TRBJ2-5	FALSE	TRUE	2	HIP09026
TRBJ2-1,TRBJ2-5	TRUE	TRUE	58	HIP09026
TRBJ2-1,TRBJ2-5,TRBJ2-6	TRUE	TRUE	1	HIP09026
TRBJ2-1,TRBJ2-7	FALSE	FALSE	4	HIP09026
TRBJ2-1,TRBJ2-7	TRUE	TRUE	7	HIP09026
TRBJ2-2	FALSE	FALSE	1924	HIP09026
TRBJ2-2	FALSE	TRUE	204	HIP09026
TRBJ2-2	TRUE	TRUE	13018	HIP09026
TRBJ2-2P	FALSE	FALSE	3	HIP09026
TRBJ2-2P,TRBJ2-7	FALSE	FALSE	1	HIP09026
TRBJ2-3	FALSE	FALSE	2808	HIP09026
TRBJ2-3	FALSE	TRUE	283	HIP09026
TRBJ2-3	TRUE	TRUE	18546	HIP09026
TRBJ2-4	FALSE	FALSE	878	HIP09026
TRBJ2-4	FALSE	TRUE	95	HIP09026
TRBJ2-4	TRUE	TRUE	2680	HIP09026
TRBJ2-4,TRBJ2-5	TRUE	TRUE	1	HIP09026
TRBJ2-5	FALSE	FALSE	3036	HIP09026
TRBJ2-5	FALSE	TRUE	362	HIP09026
TRBJ2-5	TRUE	TRUE	17240	HIP09026
TRBJ2-5,TRBJ2-7	FALSE	FALSE	12	HIP09026
TRBJ2-5,TRBJ2-7	FALSE	TRUE	3	HIP09026
TRBJ2-5,TRBJ2-7	TRUE	TRUE	54	HIP09026
TRBJ2-6	FALSE	FALSE	624	HIP09026
TRBJ2-6	FALSE	TRUE	49	HIP09026
TRBJ2-6	TRUE	TRUE	3545	HIP09026
TRBJ2-7	FALSE	FALSE	6503	HIP09026
TRBJ2-7	FALSE	TRUE	511	HIP09026
TRBJ2-7	TRUE	TRUE	31690	HIP09026
TRBJ1-1	FALSE	FALSE	6224	HIP09029
TRBJ1-1	FALSE	TRUE	493	HIP09029
TRBJ1-1	TRUE	TRUE	40053	HIP09029
TRBJ1-1,TRBJ1-6	FALSE	FALSE	1	HIP09029
TRBJ1-1,TRBJ2-2	TRUE	TRUE	1	HIP09029
TRBJ1-2	FALSE	FALSE	5762	HIP09029
TRBJ1-2	FALSE	TRUE	421	HIP09029
TRBJ1-2	TRUE	TRUE	35194	HIP09029
TRBJ1-2,TRBJ2-1,TRBJ2-5	TRUE	TRUE	1	HIP09029
TRBJ1-2,TRBJ2-2	FALSE	FALSE	1	HIP09029
TRBJ1-2,TRBJ2-2P	FALSE	FALSE	1	HIP09029
TRBJ1-2,TRBJ2-4,TRBJ2-5	TRUE	TRUE	1	HIP09029
TRBJ1-3	FALSE	FALSE	1876	HIP09029
TRBJ1-3	FALSE	TRUE	150	HIP09029
TRBJ1-3	TRUE	TRUE	10739	HIP09029
TRBJ1-3,TRBJ1-6	TRUE	TRUE	1	HIP09029
TRBJ1-4	FALSE	FALSE	2603	HIP09029
TRBJ1-4	FALSE	TRUE	230	HIP09029
TRBJ1-4	TRUE	TRUE	14104	HIP09029
TRBJ1-4,TRBJ1-5	FALSE	FALSE	1	HIP09029
TRBJ1-4,TRBJ2-2	FALSE	FALSE	1	HIP09029
TRBJ1-4,TRBJ2-2	TRUE	TRUE	1	HIP09029
TRBJ1-5	FALSE	FALSE	6150	HIP09029
TRBJ1-5	FALSE	TRUE	482	HIP09029
TRBJ1-5	TRUE	TRUE	23217	HIP09029
TRBJ1-5,TRBJ2-1,TRBJ2-5	FALSE	FALSE	1	HIP09029
TRBJ1-5,TRBJ2-7	TRUE	TRUE	1	HIP09029
TRBJ1-6	FALSE	FALSE	1953	HIP09029
TRBJ1-6	FALSE	TRUE	145	HIP09029
TRBJ1-6	TRUE	TRUE	10497	HIP09029
TRBJ2-1	FALSE	FALSE	7857	HIP09029
TRBJ2-1	FALSE	TRUE	1051	HIP09029
TRBJ2-1	TRUE	TRUE	42687	HIP09029
TRBJ2-1,TRBJ2-2P,TRBJ2-5	TRUE	TRUE	2	HIP09029
TRBJ2-1,TRBJ2-4	TRUE	TRUE	1	HIP09029
TRBJ2-1,TRBJ2-5	FALSE	FALSE	62	HIP09029
TRBJ2-1,TRBJ2-5	FALSE	TRUE	5	HIP09029
TRBJ2-1,TRBJ2-5	TRUE	TRUE	100	HIP09029
TRBJ2-1,TRBJ2-5,TRBJ2-6	TRUE	TRUE	1	HIP09029
TRBJ2-1,TRBJ2-7	FALSE	FALSE	4	HIP09029
TRBJ2-1,TRBJ2-7	FALSE	TRUE	1	HIP09029
TRBJ2-1,TRBJ2-7	TRUE	TRUE	26	HIP09029
TRBJ2-2	FALSE	FALSE	3375	HIP09029
TRBJ2-2	FALSE	TRUE	366	HIP09029
TRBJ2-2	TRUE	TRUE	19992	HIP09029
TRBJ2-2P	FALSE	FALSE	4	HIP09029
TRBJ2-2P,TRBJ2-3	FALSE	FALSE	1	HIP09029
TRBJ2-2P,TRBJ2-7	FALSE	FALSE	1	HIP09029
TRBJ2-3	FALSE	FALSE	5254	HIP09029
TRBJ2-3	FALSE	TRUE	641	HIP09029
TRBJ2-3	TRUE	TRUE	29360	HIP09029
TRBJ2-4	FALSE	FALSE	1333	HIP09029
TRBJ2-4	FALSE	TRUE	134	HIP09029
TRBJ2-4	TRUE	TRUE	3992	HIP09029
TRBJ2-4,TRBJ2-7	FALSE	FALSE	1	HIP09029
TRBJ2-5	FALSE	FALSE	5175	HIP09029
TRBJ2-5	FALSE	TRUE	642	HIP09029
TRBJ2-5	TRUE	TRUE	26847	HIP09029
TRBJ2-5,TRBJ2-7	FALSE	FALSE	24	HIP09029
TRBJ2-5,TRBJ2-7	FALSE	TRUE	5	HIP09029
TRBJ2-5,TRBJ2-7	TRUE	TRUE	100	HIP09029
TRBJ2-6	FALSE	FALSE	1069	HIP09029
TRBJ2-6	FALSE	TRUE	78	HIP09029
TRBJ2-6	TRUE	TRUE	5417	HIP09029
TRBJ2-6,TRBJ2-7	TRUE	TRUE	1	HIP09029
TRBJ2-7	FALSE	FALSE	13274	HIP09029
TRBJ2-7	FALSE	TRUE	1385	HIP09029
TRBJ2-7	TRUE	TRUE	60793	HIP09029
TRBJ1-1	FALSE	FALSE	2423	HIP09041
TRBJ1-1	FALSE	TRUE	192	HIP09041
TRBJ1-1	TRUE	TRUE	16675	HIP09041
TRBJ1-1,TRBJ1-3	FALSE	FALSE	1	HIP09041
TRBJ1-1,TRBJ1-5	TRUE	TRUE	1	HIP09041
TRBJ1-1,TRBJ2-2	FALSE	FALSE	1	HIP09041
TRBJ1-2	FALSE	FALSE	1847	HIP09041
TRBJ1-2	FALSE	TRUE	175	HIP09041
TRBJ1-2	TRUE	TRUE	13405	HIP09041
TRBJ1-2,TRBJ2-1	TRUE	TRUE	1	HIP09041
TRBJ1-2,TRBJ2-4,TRBJ2-5	TRUE	TRUE	1	HIP09041
TRBJ1-3	FALSE	FALSE	588	HIP09041
TRBJ1-3	FALSE	TRUE	48	HIP09041
TRBJ1-3	TRUE	TRUE	3294	HIP09041
TRBJ1-3,TRBJ2-7	FALSE	TRUE	1	HIP09041
TRBJ1-4	FALSE	FALSE	945	HIP09041
TRBJ1-4	FALSE	TRUE	95	HIP09041
TRBJ1-4	TRUE	TRUE	6191	HIP09041
TRBJ1-5	FALSE	FALSE	2316	HIP09041
TRBJ1-5	FALSE	TRUE	196	HIP09041
TRBJ1-5	TRUE	TRUE	9694	HIP09041
TRBJ1-6	FALSE	FALSE	80	HIP09041
TRBJ1-6	FALSE	TRUE	4	HIP09041
TRBJ1-6	TRUE	TRUE	573	HIP09041
TRBJ2-1	FALSE	FALSE	2748	HIP09041
TRBJ2-1	FALSE	TRUE	345	HIP09041
TRBJ2-1	TRUE	TRUE	14273	HIP09041
TRBJ2-1,TRBJ2-5	FALSE	FALSE	20	HIP09041
TRBJ2-1,TRBJ2-5	TRUE	TRUE	30	HIP09041
TRBJ2-1,TRBJ2-5,TRBJ2-6	TRUE	TRUE	2	HIP09041
TRBJ2-1,TRBJ2-7	FALSE	FALSE	5	HIP09041
TRBJ2-1,TRBJ2-7	TRUE	TRUE	12	HIP09041
TRBJ2-2	FALSE	FALSE	1028	HIP09041
TRBJ2-2	FALSE	TRUE	105	HIP09041
TRBJ2-2	TRUE	TRUE	5734	HIP09041
TRBJ2-2,TRBJ2-3	FALSE	FALSE	1	HIP09041
TRBJ2-2P,TRBJ2-6	FALSE	FALSE	1	HIP09041
TRBJ2-3	FALSE	FALSE	1526	HIP09041
TRBJ2-3	FALSE	TRUE	205	HIP09041
TRBJ2-3	TRUE	TRUE	9955	HIP09041
TRBJ2-4	FALSE	FALSE	399	HIP09041
TRBJ2-4	FALSE	TRUE	45	HIP09041
TRBJ2-4	TRUE	TRUE	1279	HIP09041
TRBJ2-5	FALSE	FALSE	1591	HIP09041
TRBJ2-5	FALSE	TRUE	217	HIP09041
TRBJ2-5	TRUE	TRUE	9356	HIP09041
TRBJ2-5,TRBJ2-7	FALSE	FALSE	2	HIP09041
TRBJ2-5,TRBJ2-7	TRUE	TRUE	39	HIP09041
TRBJ2-6	FALSE	FALSE	411	HIP09041
TRBJ2-6	FALSE	TRUE	38	HIP09041
TRBJ2-6	TRUE	TRUE	2070	HIP09041
TRBJ2-7	FALSE	FALSE	5284	HIP09041
TRBJ2-7	FALSE	TRUE	556	HIP09041
TRBJ2-7	TRUE	TRUE	21755	HIP09041
TRBJ1-1	FALSE	FALSE	3927	HIP09046
TRBJ1-1	FALSE	TRUE	326	HIP09046
TRBJ1-1	TRUE	TRUE	23522	HIP09046
TRBJ1-1,TRBJ1-3	FALSE	FALSE	1	HIP09046
TRBJ1-1,TRBJ2-3	TRUE	TRUE	1	HIP09046
TRBJ1-2	FALSE	FALSE	3837	HIP09046
TRBJ1-2	FALSE	TRUE	296	HIP09046
TRBJ1-2	TRUE	TRUE	20061	HIP09046
TRBJ1-2,TRBJ1-3,TRBJ2-2	TRUE	TRUE	1	HIP09046
TRBJ1-2,TRBJ2-1,TRBJ2-5	FALSE	FALSE	1	HIP09046
TRBJ1-2,TRBJ2-5	TRUE	TRUE	1	HIP09046
TRBJ1-2,TRBJ2-6	TRUE	TRUE	1	HIP09046
TRBJ1-3	FALSE	FALSE	1368	HIP09046
TRBJ1-3	FALSE	TRUE	86	HIP09046
TRBJ1-3	TRUE	TRUE	6934	HIP09046
TRBJ1-3,TRBJ2-2	TRUE	TRUE	1	HIP09046
TRBJ1-3,TRBJ2-3	TRUE	TRUE	1	HIP09046
TRBJ1-3,TRBJ2-4	FALSE	FALSE	1	HIP09046
TRBJ1-4	FALSE	FALSE	1914	HIP09046
TRBJ1-4	FALSE	TRUE	123	HIP09046
TRBJ1-4	TRUE	TRUE	8940	HIP09046
TRBJ1-4,TRBJ1-6,TRBJ2-2	TRUE	TRUE	1	HIP09046
TRBJ1-4,TRBJ2-2	FALSE	FALSE	1	HIP09046
TRBJ1-4,TRBJ2-2	TRUE	TRUE	1	HIP09046
TRBJ1-4,TRBJ2-2,TRBJ2-2P	TRUE	TRUE	1	HIP09046
TRBJ1-4,TRBJ2-3	TRUE	TRUE	1	HIP09046
TRBJ1-5	FALSE	FALSE	4358	HIP09046
TRBJ1-5	FALSE	TRUE	375	HIP09046
TRBJ1-5	TRUE	TRUE	14675	HIP09046
TRBJ1-6	FALSE	FALSE	1615	HIP09046
TRBJ1-6	FALSE	TRUE	99	HIP09046
TRBJ1-6	TRUE	TRUE	7420	HIP09046
TRBJ2-1	FALSE	FALSE	6677	HIP09046
TRBJ2-1	FALSE	TRUE	802	HIP09046
TRBJ2-1	TRUE	TRUE	32312	HIP09046
TRBJ2-1,TRBJ2-3	TRUE	TRUE	1	HIP09046
TRBJ2-1,TRBJ2-5	FALSE	FALSE	38	HIP09046
TRBJ2-1,TRBJ2-5	FALSE	TRUE	2	HIP09046
TRBJ2-1,TRBJ2-5	TRUE	TRUE	64	HIP09046
TRBJ2-1,TRBJ2-5,TRBJ2-6	TRUE	TRUE	3	HIP09046
TRBJ2-1,TRBJ2-7	FALSE	FALSE	6	HIP09046
TRBJ2-1,TRBJ2-7	TRUE	TRUE	6	HIP09046
TRBJ2-2	FALSE	FALSE	3027	HIP09046
TRBJ2-2	FALSE	TRUE	308	HIP09046
TRBJ2-2	TRUE	TRUE	15147	HIP09046
TRBJ2-2P	FALSE	FALSE	3	HIP09046
TRBJ2-3	FALSE	FALSE	4368	HIP09046
TRBJ2-3	FALSE	TRUE	508	HIP09046
TRBJ2-3	TRUE	TRUE	22591	HIP09046
TRBJ2-3,TRBJ2-6	FALSE	FALSE	1	HIP09046
TRBJ2-4	FALSE	FALSE	1079	HIP09046
TRBJ2-4	FALSE	TRUE	116	HIP09046
TRBJ2-4	TRUE	TRUE	2746	HIP09046
TRBJ2-4,TRBJ2-5	FALSE	FALSE	1	HIP09046
TRBJ2-4,TRBJ2-7	TRUE	TRUE	1	HIP09046
TRBJ2-5	FALSE	FALSE	4229	HIP09046
TRBJ2-5	FALSE	TRUE	494	HIP09046
TRBJ2-5	TRUE	TRUE	18713	HIP09046
TRBJ2-5,TRBJ2-7	FALSE	FALSE	15	HIP09046
TRBJ2-5,TRBJ2-7	FALSE	TRUE	4	HIP09046
TRBJ2-5,TRBJ2-7	TRUE	TRUE	63	HIP09046
TRBJ2-6	FALSE	FALSE	747	HIP09046
TRBJ2-6	FALSE	TRUE	59	HIP09046
TRBJ2-6	TRUE	TRUE	3334	HIP09046
TRBJ2-6,TRBJ2-7	FALSE	FALSE	2	HIP09046
TRBJ2-7	FALSE	FALSE	10974	HIP09046
TRBJ2-7	FALSE	TRUE	1098	HIP09046
TRBJ2-7	TRUE	TRUE	43759	HIP09046
TRBJ1-1	FALSE	FALSE	3762	HIP09051
TRBJ1-1	FALSE	TRUE	285	HIP09051
TRBJ1-1	TRUE	TRUE	26354	HIP09051
TRBJ1-1,TRBJ1-2	FALSE	FALSE	1	HIP09051
TRBJ1-1,TRBJ1-3	TRUE	TRUE	1	HIP09051
TRBJ1-1,TRBJ2-2	TRUE	TRUE	2	HIP09051
TRBJ1-2	FALSE	FALSE	3086	HIP09051
TRBJ1-2	FALSE	TRUE	201	HIP09051
TRBJ1-2	TRUE	TRUE	21046	HIP09051
TRBJ1-3	FALSE	FALSE	965	HIP09051
TRBJ1-3	FALSE	TRUE	65	HIP09051
TRBJ1-3	TRUE	TRUE	5639	HIP09051
TRBJ1-3,TRBJ2-2	FALSE	FALSE	1	HIP09051
TRBJ1-3,TRBJ2-2	TRUE	TRUE	1	HIP09051
TRBJ1-4	FALSE	FALSE	1106	HIP09051
TRBJ1-4	FALSE	TRUE	79	HIP09051
TRBJ1-4	TRUE	TRUE	6412	HIP09051
TRBJ1-4,TRBJ2-2	TRUE	TRUE	2	HIP09051
TRBJ1-4,TRBJ2-3	TRUE	TRUE	1	HIP09051
TRBJ1-5	FALSE	FALSE	2869	HIP09051
TRBJ1-5	FALSE	TRUE	207	HIP09051
TRBJ1-5	TRUE	TRUE	12039	HIP09051
TRBJ1-6	FALSE	FALSE	916	HIP09051
TRBJ1-6	FALSE	TRUE	73	HIP09051
TRBJ1-6	TRUE	TRUE	5003	HIP09051
TRBJ2-1	FALSE	FALSE	3668	HIP09051
TRBJ2-1	FALSE	TRUE	467	HIP09051
TRBJ2-1	TRUE	TRUE	23416	HIP09051
TRBJ2-1,TRBJ2-5	FALSE	FALSE	29	HIP09051
TRBJ2-1,TRBJ2-5	FALSE	TRUE	2	HIP09051
TRBJ2-1,TRBJ2-5	TRUE	TRUE	49	HIP09051
TRBJ2-1,TRBJ2-7	FALSE	FALSE	3	HIP09051
TRBJ2-1,TRBJ2-7	TRUE	TRUE	9	HIP09051
TRBJ2-2	FALSE	FALSE	1608	HIP09051
TRBJ2-2	FALSE	TRUE	176	HIP09051
TRBJ2-2	TRUE	TRUE	10792	HIP09051
TRBJ2-2P	TRUE	TRUE	5	HIP09051
TRBJ2-3	FALSE	FALSE	2424	HIP09051
TRBJ2-3	FALSE	TRUE	288	HIP09051
TRBJ2-3	TRUE	TRUE	14326	HIP09051
TRBJ2-4	FALSE	FALSE	549	HIP09051
TRBJ2-4	FALSE	TRUE	61	HIP09051
TRBJ2-4	TRUE	TRUE	1990	HIP09051
TRBJ2-4,TRBJ2-5	TRUE	TRUE	3	HIP09051
TRBJ2-5	FALSE	FALSE	2136	HIP09051
TRBJ2-5	FALSE	TRUE	272	HIP09051
TRBJ2-5	TRUE	TRUE	11806	HIP09051
TRBJ2-5,TRBJ2-7	FALSE	FALSE	12	HIP09051
TRBJ2-5,TRBJ2-7	TRUE	TRUE	44	HIP09051
TRBJ2-6	FALSE	FALSE	469	HIP09051
TRBJ2-6	FALSE	TRUE	36	HIP09051
TRBJ2-6	TRUE	TRUE	2353	HIP09051
TRBJ2-7	FALSE	FALSE	5750	HIP09051
TRBJ2-7	FALSE	TRUE	506	HIP09051
TRBJ2-7	TRUE	TRUE	29387	HIP09051
TRBJ1-1	FALSE	FALSE	6686	HIP09062
TRBJ1-1	FALSE	TRUE	593	HIP09062
TRBJ1-1	TRUE	TRUE	35895	HIP09062
TRBJ1-1,TRBJ1-3	FALSE	FALSE	1	HIP09062
TRBJ1-1,TRBJ1-3,TRBJ2-2	TRUE	TRUE	1	HIP09062
TRBJ1-1,TRBJ1-6	FALSE	FALSE	1	HIP09062
TRBJ1-1,TRBJ2-2	TRUE	TRUE	1	HIP09062
TRBJ1-2	FALSE	FALSE	6649	HIP09062
TRBJ1-2	FALSE	TRUE	530	HIP09062
TRBJ1-2	TRUE	TRUE	33991	HIP09062
TRBJ1-2,TRBJ1-4,TRBJ2-2	FALSE	FALSE	1	HIP09062
TRBJ1-2,TRBJ1-4,TRBJ2-2	TRUE	TRUE	1	HIP09062
TRBJ1-2,TRBJ2-1,TRBJ2-5	TRUE	TRUE	2	HIP09062
TRBJ1-2,TRBJ2-7	FALSE	FALSE	1	HIP09062
TRBJ1-3	FALSE	FALSE	2250	HIP09062
TRBJ1-3	FALSE	TRUE	163	HIP09062
TRBJ1-3	TRUE	TRUE	10577	HIP09062
TRBJ1-3,TRBJ2-2	TRUE	TRUE	3	HIP09062
TRBJ1-3,TRBJ2-3	TRUE	TRUE	1	HIP09062
TRBJ1-4	FALSE	FALSE	2952	HIP09062
TRBJ1-4	FALSE	TRUE	246	HIP09062
TRBJ1-4	TRUE	TRUE	13410	HIP09062
TRBJ1-4,TRBJ1-5	FALSE	FALSE	1	HIP09062
TRBJ1-4,TRBJ2-4	TRUE	TRUE	1	HIP09062
TRBJ1-4,TRBJ2-6	TRUE	TRUE	1	HIP09062
TRBJ1-5	FALSE	FALSE	7038	HIP09062
TRBJ1-5	FALSE	TRUE	521	HIP09062
TRBJ1-5	TRUE	TRUE	23121	HIP09062
TRBJ1-5,TRBJ2-1,TRBJ2-5	TRUE	TRUE	1	HIP09062
TRBJ1-6	FALSE	FALSE	3487	HIP09062
TRBJ1-6	FALSE	TRUE	254	HIP09062
TRBJ1-6	TRUE	TRUE	15161	HIP09062
TRBJ1-6,TRBJ2-1,TRBJ2-7	FALSE	FALSE	1	HIP09062
TRBJ1-6,TRBJ2-6	FALSE	FALSE	1	HIP09062
TRBJ2-1	FALSE	FALSE	6043	HIP09062
TRBJ2-1	FALSE	TRUE	646	HIP09062
TRBJ2-1	TRUE	TRUE	31785	HIP09062
TRBJ2-1,TRBJ2-2,TRBJ2-5	TRUE	TRUE	1	HIP09062
TRBJ2-1,TRBJ2-4,TRBJ2-5	FALSE	FALSE	1	HIP09062
TRBJ2-1,TRBJ2-4,TRBJ2-5	FALSE	TRUE	1	HIP09062
TRBJ2-1,TRBJ2-5	FALSE	FALSE	80	HIP09062
TRBJ2-1,TRBJ2-5	FALSE	TRUE	6	HIP09062
TRBJ2-1,TRBJ2-5	TRUE	TRUE	112	HIP09062
TRBJ2-1,TRBJ2-5,TRBJ2-6	TRUE	TRUE	1	HIP09062
TRBJ2-1,TRBJ2-5,TRBJ2-7	FALSE	FALSE	2	HIP09062
TRBJ2-1,TRBJ2-5,TRBJ2-7	TRUE	TRUE	1	HIP09062
TRBJ2-1,TRBJ2-7	FALSE	FALSE	10	HIP09062
TRBJ2-1,TRBJ2-7	FALSE	TRUE	1	HIP09062
TRBJ2-1,TRBJ2-7	TRUE	TRUE	24	HIP09062
TRBJ2-2	FALSE	FALSE	3667	HIP09062
TRBJ2-2	FALSE	TRUE	358	HIP09062
TRBJ2-2	TRUE	TRUE	19886	HIP09062
TRBJ2-2P	FALSE	FALSE	4	HIP09062
TRBJ2-2P,TRBJ2-7	FALSE	FALSE	1	HIP09062
TRBJ2-3	FALSE	FALSE	5295	HIP09062
TRBJ2-3	FALSE	TRUE	590	HIP09062
TRBJ2-3	TRUE	TRUE	28952	HIP09062
TRBJ2-3,TRBJ2-6	FALSE	FALSE	1	HIP09062
TRBJ2-4	FALSE	FALSE	1307	HIP09062
TRBJ2-4	FALSE	TRUE	140	HIP09062
TRBJ2-4	TRUE	TRUE	3728	HIP09062
TRBJ2-5	FALSE	FALSE	5327	HIP09062
TRBJ2-5	FALSE	TRUE	624	HIP09062
TRBJ2-5	TRUE	TRUE	26199	HIP09062
TRBJ2-5,TRBJ2-7	FALSE	FALSE	22	HIP09062
TRBJ2-5,TRBJ2-7	FALSE	TRUE	3	HIP09062
TRBJ2-5,TRBJ2-7	TRUE	TRUE	74	HIP09062
TRBJ2-6	FALSE	FALSE	1045	HIP09062
TRBJ2-6	FALSE	TRUE	67	HIP09062
TRBJ2-6	TRUE	TRUE	4828	HIP09062
TRBJ2-6,TRBJ2-7	FALSE	FALSE	1	HIP09062
TRBJ2-7	FALSE	FALSE	11860	HIP09062
TRBJ2-7	FALSE	TRUE	1070	HIP09062
TRBJ2-7	TRUE	TRUE	49564	HIP09062
TRBJ1-1	FALSE	FALSE	1795	HIP09097
TRBJ1-1	FALSE	TRUE	126	HIP09097
TRBJ1-1	TRUE	TRUE	14515	HIP09097
TRBJ1-2	FALSE	FALSE	1332	HIP09097
TRBJ1-2	FALSE	TRUE	87	HIP09097
TRBJ1-2	TRUE	TRUE	10626	HIP09097
TRBJ1-3	FALSE	FALSE	530	HIP09097
TRBJ1-3	FALSE	TRUE	46	HIP09097
TRBJ1-3	TRUE	TRUE	4287	HIP09097
TRBJ1-4	FALSE	FALSE	760	HIP09097
TRBJ1-4	FALSE	TRUE	52	HIP09097
TRBJ1-4	TRUE	TRUE	5460	HIP09097
TRBJ1-5	FALSE	FALSE	1964	HIP09097
TRBJ1-5	FALSE	TRUE	142	HIP09097
TRBJ1-5	TRUE	TRUE	10403	HIP09097
TRBJ1-6	FALSE	FALSE	391	HIP09097
TRBJ1-6	FALSE	TRUE	24	HIP09097
TRBJ1-6	TRUE	TRUE	2943	HIP09097
TRBJ2-1	FALSE	FALSE	3069	HIP09097
