unique_reads	filename	dataset
325583	Keck0077_MC1/Keck0077_MC1_novel.tab	DS4
269670	Keck0078_MC1/Keck0078_MC1_novel.tab	DS4
247470	Keck0079_MC1/Keck0079_MC1_novel.tab	DS4
533502	Keck0080_MC1/Keck0080_MC1_novel.tab	DS4
340178	Keck0081_MC1/Keck0081_MC1_novel.tab	DS4
391954	Keck0082_MC1/Keck0082_MC1_novel.tab	DS4
423362	Keck0083_MC1/Keck0083_MC1_novel.tab	DS4
332568	Keck0084_MC1/Keck0084_MC1_novel.tab	DS4
254321	Keck0085_MC1/Keck0085_MC1_novel.tab	DS4
251108	Keck0086_MC1/Keck0086_MC1_novel.tab	DS4
328688	Keck0087_MC1/Keck0087_MC1_novel.tab	DS4
311742	Keck0088_MC1/Keck0088_MC1_novel.tab	DS4
270282	Keck0089_MC1/Keck0089_MC1_novel.tab	DS4
275885	Keck0090_MC1/Keck0090_MC1_novel.tab	DS4
280356	Keck0091_MC1/Keck0091_MC1_novel.tab	DS4
357312	Keck0092_MC1/Keck0092_MC1_novel.tab	DS4
568855	Keck0093_MC1/Keck0093_MC1_novel.tab	DS4
520594	Keck0094_MC1/Keck0094_MC1_novel.tab	DS4
627296	Keck0095_MC1/Keck0095_MC1_novel.tab	DS4
403745	Keck0096_MC1/Keck0096_MC1_novel.tab	DS4
449616	Keck0097_MC1/Keck0097_MC1_novel.tab	DS4
255305	Keck0098_MC1/Keck0098_MC1_novel.tab	DS4
329888	Keck0099_MC1/Keck0099_MC1_novel.tab	DS4
221809	Keck0100_MC1/Keck0100_MC1_novel.tab	DS4
396943	Keck0101_MC1/Keck0101_MC1_novel.tab	DS4
258657	Keck0102_MC1/Keck0102_MC1_novel.tab	DS4
201987	Keck0103_MC1/Keck0103_MC1_novel.tab	DS4
477671	Keck0104_MC1/Keck0104_MC1_novel.tab	DS4
362161	Keck0105_MC1/Keck0105_MC1_novel.tab	DS4
271161	Keck0106_MC1/Keck0106_MC1_novel.tab	DS4
323375	Keck0107_MC1/Keck0107_MC1_novel.tab	DS4
181686	Keck0108_MC1/Keck0108_MC1_novel.tab	DS4
204776	Keck0109_MC1/Keck0109_MC1_novel.tab	DS4
240517	Keck0110_MC1/Keck0110_MC1_novel.tab	DS4
298579	Keck0111_MC1/Keck0111_MC1_novel.tab	DS4
229353	Keck0112_MC1/Keck0112_MC1_novel.tab	DS4
570043	Keck0113_MC1/Keck0113_MC1_novel.tab	DS4
507652	Keck0114_MC1/Keck0114_MC1_novel.tab	DS4
318660	Keck0115_MC1/Keck0115_MC1_novel.tab	DS4
436974	Keck0116_MC1/Keck0116_MC1_novel.tab	DS4
328860	Keck0117_MC1/Keck0117_MC1_novel.tab	DS4
395632	Keck0118_MC1/Keck0118_MC1_novel.tab	DS4
419501	Keck0119_MC1/Keck0119_MC1_novel.tab	DS4
394716	Keck0120_MC1/Keck0120_MC1_novel.tab	DS4
2163	C141/C141_novel.tab	DS2
2155	C142/C142_novel.tab	DS2
3957	C143/C143_novel.tab	DS2
7891	Parent_SC5/Parent_SC5_novel.tab	DS2
160352	donor1/donor1_novel.tab	DS2
256046	donor2/donor2_novel.tab	DS2
372231	donor3/donor3_novel.tab	DS2
270082	donor4/donor4_novel.tab	DS2
7140	nsclc/nsclc_novel.tab	DS2
10255	pbmc2/pbmc2_novel.tab	DS2
10821	pbmc3/pbmc3_novel.tab	DS2
3015	sc5p/sc5p_novel.tab	DS2
2446	ERS1/ERS1_novel.tab	DS2
3437	ERS2/ERS2_novel.tab	DS2
2074	ERS3/ERS3_novel.tab	DS2
5948	ERS4/ERS4_novel.tab	DS2
2221	ERS5/ERS5_novel.tab	DS2
13493	Healthy_Control_1/Healthy_Control_1_novel.tab	DS2
8940	Healthy_Control_2/Healthy_Control_2_novel.tab	DS2
12352	Healthy_Control_3/Healthy_Control_3_novel.tab	DS2
5561	Healthy_Control_4/Healthy_Control_4_novel.tab	DS2
13162	Healthy_Control_5/Healthy_Control_5_novel.tab	DS2
6353	LRS2/LRS2_novel.tab	DS2
5221	LRS3/LRS3_novel.tab	DS2
3531	LRS4/LRS4_novel.tab	DS2
7516	LRS5/LRS5_novel.tab	DS2
